userId	geneSymbol	geneName	entrezgene	gLink
RAB24	RAB24	RAB24, member RAS oncogene family	53917	https://www.ncbi.nlm.nih.gov/gene/?term=53917
PSME2	PSME2	proteasome activator subunit 2	5721	https://www.ncbi.nlm.nih.gov/gene/?term=5721
PFN1	PFN1	profilin 1	5216	https://www.ncbi.nlm.nih.gov/gene/?term=5216
CFD	CFD	complement factor D	1675	https://www.ncbi.nlm.nih.gov/gene/?term=1675
TIMP1	TIMP1	TIMP metallopeptidase inhibitor 1	7076	https://www.ncbi.nlm.nih.gov/gene/?term=7076
ZDHHC1	ZDHHC1	zinc finger DHHC-type containing 1	29800	https://www.ncbi.nlm.nih.gov/gene/?term=29800
HLA-DQA2	HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	3118	https://www.ncbi.nlm.nih.gov/gene/?term=3118
CARD16	CARD16	caspase recruitment domain family member 16	114769	https://www.ncbi.nlm.nih.gov/gene/?term=114769
ARAP1	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	116985	https://www.ncbi.nlm.nih.gov/gene/?term=116985
FPR1	FPR1	formyl peptide receptor 1	2357	https://www.ncbi.nlm.nih.gov/gene/?term=2357
LILRB2	LILRB2	leukocyte immunoglobulin like receptor B2	10288	https://www.ncbi.nlm.nih.gov/gene/?term=10288
RNF213	RNF213	ring finger protein 213	57674	https://www.ncbi.nlm.nih.gov/gene/?term=57674
B2M	B2M	beta-2-microglobulin	567	https://www.ncbi.nlm.nih.gov/gene/?term=567
HCST	HCST	hematopoietic cell signal transducer	10870	https://www.ncbi.nlm.nih.gov/gene/?term=10870
AIF1	AIF1	allograft inflammatory factor 1	199	https://www.ncbi.nlm.nih.gov/gene/?term=199
LILRB1	LILRB1	leukocyte immunoglobulin like receptor B1	10859	https://www.ncbi.nlm.nih.gov/gene/?term=10859
MARCKS	MARCKS	myristoylated alanine rich protein kinase C substrate	4082	https://www.ncbi.nlm.nih.gov/gene/?term=4082
S100A11	S100A11	S100 calcium binding protein A11	6282	https://www.ncbi.nlm.nih.gov/gene/?term=6282
COTL1	COTL1	coactosin like F-actin binding protein 1	23406	https://www.ncbi.nlm.nih.gov/gene/?term=23406
KLHL21	KLHL21	kelch like family member 21	9903	https://www.ncbi.nlm.nih.gov/gene/?term=9903
CROCC	CROCC	ciliary rootlet coiled-coil, rootletin	9696	https://www.ncbi.nlm.nih.gov/gene/?term=9696
PET100	PET100	PET100 cytochrome c oxidase chaperone	100131801	https://www.ncbi.nlm.nih.gov/gene/?term=100131801
NPC2	NPC2	NPC intracellular cholesterol transporter 2	10577	https://www.ncbi.nlm.nih.gov/gene/?term=10577
TMEM205	TMEM205	transmembrane protein 205	374882	https://www.ncbi.nlm.nih.gov/gene/?term=374882
NINJ1	NINJ1	ninjurin 1	4814	https://www.ncbi.nlm.nih.gov/gene/?term=4814
IFI6	IFI6	interferon alpha inducible protein 6	2537	https://www.ncbi.nlm.nih.gov/gene/?term=2537
A1BG	A1BG	alpha-1-B glycoprotein	1	https://www.ncbi.nlm.nih.gov/gene/?term=1
FIS1	FIS1	fission, mitochondrial 1	51024	https://www.ncbi.nlm.nih.gov/gene/?term=51024
HLA-DMA	HLA-DMA	major histocompatibility complex, class II, DM alpha	3108	https://www.ncbi.nlm.nih.gov/gene/?term=3108
BLVRB	BLVRB	biliverdin reductase B	645	https://www.ncbi.nlm.nih.gov/gene/?term=645
GPX4	GPX4	glutathione peroxidase 4	2879	https://www.ncbi.nlm.nih.gov/gene/?term=2879
CD63	CD63	CD63 molecule	967	https://www.ncbi.nlm.nih.gov/gene/?term=967
PPCDC	PPCDC	phosphopantothenoylcysteine decarboxylase	60490	https://www.ncbi.nlm.nih.gov/gene/?term=60490
POU2F2	POU2F2	POU class 2 homeobox 2	5452	https://www.ncbi.nlm.nih.gov/gene/?term=5452
PID1	PID1	phosphotyrosine interaction domain containing 1	55022	https://www.ncbi.nlm.nih.gov/gene/?term=55022
ZDHHC7	ZDHHC7	zinc finger DHHC-type palmitoyltransferase 7	55625	https://www.ncbi.nlm.nih.gov/gene/?term=55625
PRRC2B	PRRC2B	proline rich coiled-coil 2B	84726	https://www.ncbi.nlm.nih.gov/gene/?term=84726
KCNAB2	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	8514	https://www.ncbi.nlm.nih.gov/gene/?term=8514
UBB	UBB	ubiquitin B	7314	https://www.ncbi.nlm.nih.gov/gene/?term=7314
COX17	COX17	cytochrome c oxidase copper chaperone COX17	10063	https://www.ncbi.nlm.nih.gov/gene/?term=10063
BCL3	BCL3	BCL3 transcription coactivator	602	https://www.ncbi.nlm.nih.gov/gene/?term=602
CEBPB	CEBPB	CCAAT enhancer binding protein beta	1051	https://www.ncbi.nlm.nih.gov/gene/?term=1051
PWWP2A	PWWP2A	PWWP domain containing 2A	114825	https://www.ncbi.nlm.nih.gov/gene/?term=114825
ZFP36	ZFP36	ZFP36 ring finger protein	7538	https://www.ncbi.nlm.nih.gov/gene/?term=7538
PSTPIP2	PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	9050	https://www.ncbi.nlm.nih.gov/gene/?term=9050
FCGRT	FCGRT	Fc gamma receptor and transporter	2217	https://www.ncbi.nlm.nih.gov/gene/?term=2217
MORN2	MORN2	MORN repeat containing 2	729967	https://www.ncbi.nlm.nih.gov/gene/?term=729967
SECTM1	SECTM1	secreted and transmembrane 1	6398	https://www.ncbi.nlm.nih.gov/gene/?term=6398
SMCO4	SMCO4	single-pass membrane protein with coiled-coil domains 4	56935	https://www.ncbi.nlm.nih.gov/gene/?term=56935
POFUT2	POFUT2	protein O-fucosyltransferase 2	23275	https://www.ncbi.nlm.nih.gov/gene/?term=23275
LILRA5	LILRA5	leukocyte immunoglobulin like receptor A5	353514	https://www.ncbi.nlm.nih.gov/gene/?term=353514
STAC3	STAC3	SH3 and cysteine rich domain 3	246329	https://www.ncbi.nlm.nih.gov/gene/?term=246329
NDUFB9	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	4715	https://www.ncbi.nlm.nih.gov/gene/?term=4715
CTSS	CTSS	cathepsin S	1520	https://www.ncbi.nlm.nih.gov/gene/?term=1520
SPI1	SPI1	Spi-1 proto-oncogene	6688	https://www.ncbi.nlm.nih.gov/gene/?term=6688
CSF1R	CSF1R	colony stimulating factor 1 receptor	1436	https://www.ncbi.nlm.nih.gov/gene/?term=1436
CHMP2A	CHMP2A	charged multivesicular body protein 2A	27243	https://www.ncbi.nlm.nih.gov/gene/?term=27243
APLP2	APLP2	amyloid beta precursor like protein 2	334	https://www.ncbi.nlm.nih.gov/gene/?term=334
NAGK	NAGK	N-acetylglucosamine kinase	55577	https://www.ncbi.nlm.nih.gov/gene/?term=55577
ZNF703	ZNF703	zinc finger protein 703	80139	https://www.ncbi.nlm.nih.gov/gene/?term=80139
CDA	CDA	cytidine deaminase	978	https://www.ncbi.nlm.nih.gov/gene/?term=978
TPPP3	TPPP3	tubulin polymerization promoting protein family member 3	51673	https://www.ncbi.nlm.nih.gov/gene/?term=51673
ARF5	ARF5	ADP ribosylation factor 5	381	https://www.ncbi.nlm.nih.gov/gene/?term=381
IGF2R	IGF2R	insulin like growth factor 2 receptor	3482	https://www.ncbi.nlm.nih.gov/gene/?term=3482
RNASET2	RNASET2	ribonuclease T2	8635	https://www.ncbi.nlm.nih.gov/gene/?term=8635
