geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-156827	L13a-mediated translational silencing of Ceruloplasmin expression	http://reactome.org/PathwayBrowser/#/R-HSA-156827	106	15	4.621482362267142	3.245711835334477	4.5847503342329734e-5	0.006127314194624058	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235;8662	EIF3B;RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	http://reactome.org/PathwayBrowser/#/R-HSA-72706	107	15	4.66508125247721	3.215378079864061	5.1287538571760125e-5	0.006127314194624058	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235;8662	EIF3B;RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-2408522	Selenoamino acid metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-2408522	95	14	4.141894569956401	3.3800956937799045	5.225349611498042e-5	0.006127314194624058	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-168273	Influenza Viral RNA Transcription and Replication	http://reactome.org/PathwayBrowser/#/R-HSA-168273	120	16	5.231866825208086	3.058181818181818	5.3849591164304336e-5	0.006127314194624058	25873;5441;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235;8021	NUP214;RPL37A;RPL38;RPL41;RPS21;POLR2L;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-72613	Eukaryotic Translation Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-72613	114	15	4.970273483947682	3.017942583732057	1.0796246474936941e-4	0.010749012896609091	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235;8662	EIF3B;RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-72737	Cap-dependent Translation Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-72737	114	15	4.970273483947682	3.017942583732057	1.0796246474936941e-4	0.010749012896609091	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235;8662	EIF3B;RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-1799339	SRP-dependent cotranslational protein targeting to membrane	http://reactome.org/PathwayBrowser/#/R-HSA-1799339	106	14	4.621482362267142	3.0293310463121785	1.763027171069629e-4	0.016520601667728934	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-927802	Nonsense-Mediated Decay (NMD)	http://reactome.org/PathwayBrowser/#/R-HSA-927802	109	14	4.752279032897344	2.9459549624687242	2.3801518217437338e-4	0.019955693958093514	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	http://reactome.org/PathwayBrowser/#/R-HSA-975957	109	14	4.752279032897344	2.9459549624687242	2.3801518217437338e-4	0.019955693958093514	25873;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235	RPL37A;RPL38;RPL41;RPS21;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-168255	Influenza Infection	http://reactome.org/PathwayBrowser/#/R-HSA-168255	138	16	6.016646848989298	2.6592885375494073	2.881398301736658e-4	0.02238431812897311	25873;5441;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235;8021	NUP214;RPL37A;RPL38;RPL41;RPS21;POLR2L;RPS24;RPLP2;RPS29;RPL39;RPL36;RPL35A;RPS28;RPL36A;RPL31;RPS12
R-HSA-8953897	Cellular responses to stimuli	http://reactome.org/PathwayBrowser/#/R-HSA-8953897	547	41	23.84859294490686	1.7191789928535814	2.950851730749751e-4	0.02238431812897311	1026;10312;1327;1329;1349;1649;2137;25873;27287;389541;4501;4502;467;468;4851;55666;6160;6165;6168;6169;6170;6171;6173;6181;6206;6227;6229;6234;6235;6256;653361;6648;6774;7086;7094;7316;7422;8021;84987;8570;9997	NUP214;TCIRG1;VENTX;RPL37A;RPL38;RXRA;RPL41;RPS21;SOD2;COX4I1;TKT;STAT3;ATF4;RPS24;TLN1;DDIT3;RPLP2;SCO2;LAMTOR4;RPS29;RPL39;COX7B;RPL36;EXTL3;COX14;RPL35A;RPS28;RPL36A;NPLOC4;VEGFA;NOTCH1;KHSRP;NCF1;RPL31;ATF3;MT2A;MT1X;COX5B;UBC;RPS12;CDKN1A
R-HSA-168249	Innate Immune System	http://reactome.org/PathwayBrowser/#/R-HSA-168249	697	48	30.388426476416964	1.579548715273249	6.158434969795814e-4	0.04459266775856696	10043;10312;10970;11213;11240;150372;1509;1675;1729;201294;2204;22861;2352;2357;25798;26253;2683;3101;342510;3614;3684;4210;4791;535;54210;5441;5566;5660;56729;5873;6279;6280;6283;6286;6515;653361;6556;6793;7133;7305;7316;83716;8826;920;9208;929;960;978	S100A12;S100A8;S100A9;RETN;SLC11A1;TYROBP;CTSD;CFD;IQGAP1;FOLR3;TCIRG1;SLC2A3;CDA;TOM1;STK10;TREM1;TNFRSF1B;NFAM1;BRI3;ITGAM;CD4;NLRP1;LRRFIP1;POLR2L;CRISPLD2;CD14;CD300E;UNC13D;NFKB2;CKAP4;PRKACA;ATP6V0A1;DIAPH1;PSAP;CD44;FPR1;NCF1;S100P;HK3;B4GALT1;CLEC4E;RAB27A;IRAK3;FCAR;UBC;MEFV;PADI2;IMPDH1
R-HSA-1474244	Extracellular matrix organization	http://reactome.org/PathwayBrowser/#/R-HSA-1474244	69	10	3.008323424494649	3.3241106719367592	7.167087185662542e-4	0.04963986907287143	1462;1509;3678;3682;3684;5339;6868;79709;84034;960	CTSD;ITGAM;VCAN;ITGA5;PLEC;EMILIN2;CD44;COLGALT1;ADAM17;ITGAE
