userId	geneSymbol	geneName	entrezgene	gLink
RGS1	RGS1	regulator of G protein signaling 1	5996	https://www.ncbi.nlm.nih.gov/gene/?term=5996
HLA-DQA1	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117	https://www.ncbi.nlm.nih.gov/gene/?term=3117
FKBP1A	FKBP1A	FKBP prolyl isomerase 1A	2280	https://www.ncbi.nlm.nih.gov/gene/?term=2280
SEC63	SEC63	SEC63 homolog, protein translocation regulator	11231	https://www.ncbi.nlm.nih.gov/gene/?term=11231
RTN4	RTN4	reticulon 4	57142	https://www.ncbi.nlm.nih.gov/gene/?term=57142
RSL24D1	RSL24D1	ribosomal L24 domain containing 1	51187	https://www.ncbi.nlm.nih.gov/gene/?term=51187
CPNE3	CPNE3	copine 3	8895	https://www.ncbi.nlm.nih.gov/gene/?term=8895
SRSF2	SRSF2	serine and arginine rich splicing factor 2	6427	https://www.ncbi.nlm.nih.gov/gene/?term=6427
ZFAND6	ZFAND6	zinc finger AN1-type containing 6	54469	https://www.ncbi.nlm.nih.gov/gene/?term=54469
CD53	CD53	CD53 molecule	963	https://www.ncbi.nlm.nih.gov/gene/?term=963
PKM	PKM	pyruvate kinase M1/2	5315	https://www.ncbi.nlm.nih.gov/gene/?term=5315
MAGEF1	MAGEF1	MAGE family member F1	64110	https://www.ncbi.nlm.nih.gov/gene/?term=64110
CYB5B	CYB5B	cytochrome b5 type B	80777	https://www.ncbi.nlm.nih.gov/gene/?term=80777
DNAJB11	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11	51726	https://www.ncbi.nlm.nih.gov/gene/?term=51726
SPG21	SPG21	SPG21 abhydrolase domain containing, maspardin	51324	https://www.ncbi.nlm.nih.gov/gene/?term=51324
STRAP	STRAP	serine/threonine kinase receptor associated protein	11171	https://www.ncbi.nlm.nih.gov/gene/?term=11171
NPM3	NPM3	nucleophosmin/nucleoplasmin 3	10360	https://www.ncbi.nlm.nih.gov/gene/?term=10360
SSR2	SSR2	signal sequence receptor subunit 2	6746	https://www.ncbi.nlm.nih.gov/gene/?term=6746
IGFBP7	IGFBP7	insulin like growth factor binding protein 7	3490	https://www.ncbi.nlm.nih.gov/gene/?term=3490
PDIA3	PDIA3	protein disulfide isomerase family A member 3	2923	https://www.ncbi.nlm.nih.gov/gene/?term=2923
TM9SF2	TM9SF2	transmembrane 9 superfamily member 2	9375	https://www.ncbi.nlm.nih.gov/gene/?term=9375
DBNL	DBNL	drebrin like	28988	https://www.ncbi.nlm.nih.gov/gene/?term=28988
IMPDH2	IMPDH2	inosine monophosphate dehydrogenase 2	3615	https://www.ncbi.nlm.nih.gov/gene/?term=3615
NAP1L1	NAP1L1	nucleosome assembly protein 1 like 1	4673	https://www.ncbi.nlm.nih.gov/gene/?term=4673
TMEM14C	TMEM14C	transmembrane protein 14C	51522	https://www.ncbi.nlm.nih.gov/gene/?term=51522
RPN2	RPN2	ribophorin II	6185	https://www.ncbi.nlm.nih.gov/gene/?term=6185
C1orf162	C1orf162	chromosome 1 open reading frame 162	128346	https://www.ncbi.nlm.nih.gov/gene/?term=128346
RGS10	RGS10	regulator of G protein signaling 10	6001	https://www.ncbi.nlm.nih.gov/gene/?term=6001
ZNF331	ZNF331	zinc finger protein 331	55422	https://www.ncbi.nlm.nih.gov/gene/?term=55422
HNRNPDL	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like	9987	https://www.ncbi.nlm.nih.gov/gene/?term=9987
ST13	ST13	ST13 Hsp70 interacting protein	6767	https://www.ncbi.nlm.nih.gov/gene/?term=6767
FNTA	FNTA	farnesyltransferase, CAAX box, alpha	2339	https://www.ncbi.nlm.nih.gov/gene/?term=2339
SPNS3	SPNS3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)	201305	https://www.ncbi.nlm.nih.gov/gene/?term=201305
CCNG1	CCNG1	cyclin G1	900	https://www.ncbi.nlm.nih.gov/gene/?term=900
HSD17B11	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11	51170	https://www.ncbi.nlm.nih.gov/gene/?term=51170
REPIN1	REPIN1	replication initiator 1	29803	https://www.ncbi.nlm.nih.gov/gene/?term=29803
FBXO7	FBXO7	F-box protein 7	25793	https://www.ncbi.nlm.nih.gov/gene/?term=25793
TAF9	TAF9	TATA-box binding protein associated factor 9	6880	https://www.ncbi.nlm.nih.gov/gene/?term=6880
CNN2	CNN2	calponin 2	1265	https://www.ncbi.nlm.nih.gov/gene/?term=1265
GPR183	GPR183	G protein-coupled receptor 183	1880	https://www.ncbi.nlm.nih.gov/gene/?term=1880
RPS6KB2	RPS6KB2	ribosomal protein S6 kinase B2	6199	https://www.ncbi.nlm.nih.gov/gene/?term=6199
PHB2	PHB2	prohibitin 2	11331	https://www.ncbi.nlm.nih.gov/gene/?term=11331
HNRNPF	HNRNPF	heterogeneous nuclear ribonucleoprotein F	3185	https://www.ncbi.nlm.nih.gov/gene/?term=3185
PPM1J	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J	333926	https://www.ncbi.nlm.nih.gov/gene/?term=333926
YWHAH	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	7533	https://www.ncbi.nlm.nih.gov/gene/?term=7533
C1orf54	C1orf54	chromosome 1 open reading frame 54	79630	https://www.ncbi.nlm.nih.gov/gene/?term=79630
RFK	RFK	riboflavin kinase	55312	https://www.ncbi.nlm.nih.gov/gene/?term=55312
STX18	STX18	syntaxin 18	53407	https://www.ncbi.nlm.nih.gov/gene/?term=53407
OXA1L	OXA1L	OXA1L mitochondrial inner membrane protein	5018	https://www.ncbi.nlm.nih.gov/gene/?term=5018
TSPAN15	TSPAN15	tetraspanin 15	23555	https://www.ncbi.nlm.nih.gov/gene/?term=23555
HLA-DPA1	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	3113	https://www.ncbi.nlm.nih.gov/gene/?term=3113
HLA-DMB	HLA-DMB	major histocompatibility complex, class II, DM beta	3109	https://www.ncbi.nlm.nih.gov/gene/?term=3109
APH1A	APH1A	aph-1 homolog A, gamma-secretase subunit	51107	https://www.ncbi.nlm.nih.gov/gene/?term=51107
CADM1	CADM1	cell adhesion molecule 1	23705	https://www.ncbi.nlm.nih.gov/gene/?term=23705
PCBP1	PCBP1	poly(rC) binding protein 1	5093	https://www.ncbi.nlm.nih.gov/gene/?term=5093
VDAC3	VDAC3	voltage dependent anion channel 3	7419	https://www.ncbi.nlm.nih.gov/gene/?term=7419
PAPOLA	PAPOLA	poly(A) polymerase alpha	10914	https://www.ncbi.nlm.nih.gov/gene/?term=10914
TMEM50B	TMEM50B	transmembrane protein 50B	757	https://www.ncbi.nlm.nih.gov/gene/?term=757
PSMC4	PSMC4	proteasome 26S subunit, ATPase 4	5704	https://www.ncbi.nlm.nih.gov/gene/?term=5704
SMIM19	SMIM19	small integral membrane protein 19	114926	https://www.ncbi.nlm.nih.gov/gene/?term=114926
TAGLN2	TAGLN2	transgelin 2	8407	https://www.ncbi.nlm.nih.gov/gene/?term=8407
EIF3F	EIF3F	eukaryotic translation initiation factor 3 subunit F	8665	https://www.ncbi.nlm.nih.gov/gene/?term=8665
TMED10	TMED10	transmembrane p24 trafficking protein 10	10972	https://www.ncbi.nlm.nih.gov/gene/?term=10972
PLSCR1	PLSCR1	phospholipid scramblase 1	5359	https://www.ncbi.nlm.nih.gov/gene/?term=5359
OAT	OAT	ornithine aminotransferase	4942	https://www.ncbi.nlm.nih.gov/gene/?term=4942
BIK	BIK	BCL2 interacting killer	638	https://www.ncbi.nlm.nih.gov/gene/?term=638
UBE2D3	UBE2D3	ubiquitin conjugating enzyme E2 D3	7323	https://www.ncbi.nlm.nih.gov/gene/?term=7323
YIF1A	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	10897	https://www.ncbi.nlm.nih.gov/gene/?term=10897
UBE2E2	UBE2E2	ubiquitin conjugating enzyme E2 E2	7325	https://www.ncbi.nlm.nih.gov/gene/?term=7325
PCNP	PCNP	PEST proteolytic signal containing nuclear protein	57092	https://www.ncbi.nlm.nih.gov/gene/?term=57092
MLF2	MLF2	myeloid leukemia factor 2	8079	https://www.ncbi.nlm.nih.gov/gene/?term=8079
NFU1	NFU1	NFU1 iron-sulfur cluster scaffold	27247	https://www.ncbi.nlm.nih.gov/gene/?term=27247
ANXA7	ANXA7	annexin A7	310	https://www.ncbi.nlm.nih.gov/gene/?term=310
VRK1	VRK1	VRK serine/threonine kinase 1	7443	https://www.ncbi.nlm.nih.gov/gene/?term=7443
QPRT	QPRT	quinolinate phosphoribosyltransferase	23475	https://www.ncbi.nlm.nih.gov/gene/?term=23475
ICAM3	ICAM3	intercellular adhesion molecule 3	3385	https://www.ncbi.nlm.nih.gov/gene/?term=3385
HNRNPA1	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	3178	https://www.ncbi.nlm.nih.gov/gene/?term=3178
DNAJC8	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	22826	https://www.ncbi.nlm.nih.gov/gene/?term=22826
HSD17B12	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	51144	https://www.ncbi.nlm.nih.gov/gene/?term=51144
ORMDL1	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	94101	https://www.ncbi.nlm.nih.gov/gene/?term=94101
ATP6V0E2	ATP6V0E2	ATPase H+ transporting V0 subunit e2	155066	https://www.ncbi.nlm.nih.gov/gene/?term=155066
TCTN3	TCTN3	tectonic family member 3	26123	https://www.ncbi.nlm.nih.gov/gene/?term=26123
STRADB	STRADB	STE20 related adaptor beta	55437	https://www.ncbi.nlm.nih.gov/gene/?term=55437
TIFAB	TIFAB	TIFA inhibitor	497189	https://www.ncbi.nlm.nih.gov/gene/?term=497189
CPSF6	CPSF6	cleavage and polyadenylation specific factor 6	11052	https://www.ncbi.nlm.nih.gov/gene/?term=11052
GNAS	GNAS	GNAS complex locus	2778	https://www.ncbi.nlm.nih.gov/gene/?term=2778
MARCKSL1	MARCKSL1	MARCKS like 1	65108	https://www.ncbi.nlm.nih.gov/gene/?term=65108
CCT6A	CCT6A	chaperonin containing TCP1 subunit 6A	908	https://www.ncbi.nlm.nih.gov/gene/?term=908
M6PR	M6PR	mannose-6-phosphate receptor, cation dependent	4074	https://www.ncbi.nlm.nih.gov/gene/?term=4074
RAB5C	RAB5C	RAB5C, member RAS oncogene family	5878	https://www.ncbi.nlm.nih.gov/gene/?term=5878
NT5DC1	NT5DC1	5'-nucleotidase domain containing 1	221294	https://www.ncbi.nlm.nih.gov/gene/?term=221294
MYL12B	MYL12B	myosin light chain 12B	103910	https://www.ncbi.nlm.nih.gov/gene/?term=103910
PAPSS1	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	9061	https://www.ncbi.nlm.nih.gov/gene/?term=9061
TM6SF1	TM6SF1	transmembrane 6 superfamily member 1	53346	https://www.ncbi.nlm.nih.gov/gene/?term=53346
SPINT2	SPINT2	serine peptidase inhibitor, Kunitz type 2	10653	https://www.ncbi.nlm.nih.gov/gene/?term=10653
RSL1D1	RSL1D1	ribosomal L1 domain containing 1	26156	https://www.ncbi.nlm.nih.gov/gene/?term=26156
