geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
R-HSA-69481	G2/M Checkpoints	http://reactome.org/PathwayBrowser/#/R-HSA-69481	80	38	20.578676179151802	1.8465716486902928	1.923449803183737e-5	0.002785505033156085	10111;10213;10926;10971;29086;4172;4174;5000;51720;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;6117;7334;7336;7531;7533;83695;9025;9491;9861	YWHAE;PSMA1;PSMD8;YWHAQ;PSMD3;PSMC2;PSMA3;MCM5;YWHAH;PSMD6;PSMC6;PSMC4;UBE2V2;PSMB8;PSMD14;PSMB1;UBE2N;PSMF1;PSMA4;PSMB5;PSME1;BABAM1;PSMA6;PSMB9;RAD50;DBF4;PSMB6;RHNO1;RNF8;PSMB7;PSMA5;RPA1;PSMD7;ORC4;PSMD4;MCM3;UIMC1;PSMD12
R-HSA-9824272	Somitogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-9824272	43	24	11.061038446294095	2.1697781918515067	2.4477200442264725e-5	0.0032493483587106423	10213;3516;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;PSMB6;PSMB7;PSMA5;PSMD7;RBPJ;PSMD4;PSMD12
R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	http://reactome.org/PathwayBrowser/#/R-HSA-1236978	41	23	10.546571541815299	2.180803487541809	3.240011493187673e-5	0.003737525851082178	10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	http://reactome.org/PathwayBrowser/#/R-HSA-1234176	54	28	13.890606420927467	2.0157507276151345	3.284705707165756e-5	0.003737525851082178	10213;112398;112399;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;7322;7323;7428;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;UBE2D3;VHL;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;UBE2D2;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;EGLN2;PSMB6;PSMB7;PSMA5;EGLN3;PSMD7;PSMD4;PSMD12
R-HSA-382556	ABC-family proteins mediated transport	http://reactome.org/PathwayBrowser/#/R-HSA-382556	71	34	18.263575108997227	1.8616289416002951	4.252251014518638e-5	0.0042582168916824505	10213;1965;22;23457;27248;51009;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;5824;6048;7415;79139;8894;91319;9491;9861	DERL3;PSMA1;PSMD8;PSMD3;DERL1;PSMC2;ABCB9;PSMA3;EIF2S1;ERLEC1;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;ABCB7;PSMF1;PEX19;PSMA4;EIF2S2;PSMB5;PSME1;PSMA6;PSMB9;DERL2;VCP;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12;RNF5
R-HSA-68949	Orc1 removal from chromatin	http://reactome.org/PathwayBrowser/#/R-HSA-68949	52	27	13.376139516448672	2.018519615977243	4.394584648419384e-5	0.0042582168916824505	10213;4172;4174;5000;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;6500;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;MCM5;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;SKP1;PSMB6;PSMB7;PSMA5;PSMD7;ORC4;PSMD4;MCM3;PSMD12
R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	http://reactome.org/PathwayBrowser/#/R-HSA-1428517	124	52	31.896948077685295	1.630250012426065	4.957873381023917e-5	0.0042582168916824505	1353;1431;1537;1738;2108;2271;23530;25874;25915;2739;29078;3418;3419;3420;3939;3945;4191;4697;4698;4702;4704;4705;4706;4711;4712;4718;4719;4720;4723;4724;4728;4729;50;51300;5162;5164;54205;55967;6389;6391;6392;682;7351;7384;7385;7386;7416;80219;80224;8802;9167;9377	LDHA;UCP2;NDUFV2;NDUFA9;VDAC1;IDH2;PDHB;ETFA;LDHB;UQCRC2;NDUFS4;MPC2;NDUFS2;MDH2;IDH3A;NDUFA5;COX11;GLO1;CYC1;ACO2;NNT;SDHD;COX7A2L;NDUFAB1;CYCS;NDUFB5;COX5A;NDUFA4;SDHC;SDHA;NDUFS8;BSG;FH;NDUFA10;NDUFS1;DLD;SUCLG1;UQCRC1;TIMMDC1;UQCRFS1;NDUFC2;CS;NDUFV1;NDUFAF4;NDUFB6;NUBPL;IDH3B;COQ10B;NDUFAF3;PDK2;NDUFA8;NDUFA12
R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	http://reactome.org/PathwayBrowser/#/R-HSA-75815	47	25	12.089972255251684	2.0678293938301153	4.9724825264255134e-5	0.0042582168916824505	1019;10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;595;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;CDK4;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;CCND1;PSMB9;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-1430728	Metabolism	http://reactome.org/PathwayBrowser/#/R-HSA-1430728	1141	345	293.5033690051526	1.1754549910939638	5.180538384654296e-5	0.0042582168916824505	100;10005;100131187;10213;10295;10327;10380;10400;10434;10449;10455;10478;10588;10591;10606;10728;10797;10993;11010;11112;112950;11332;11343;114883;117145;128;132;1353;1376;1431;1503;152926;1537;1571;158;1632;1633;1635;1666;171586;1716;1719;1727;1738;1854;1892;191;196743;200916;2023;2027;2098;2108;217;2171;2184;22;2222;2224;223;2230;2235;224;2271;22876;22928;22934;231;23475;23530;23597;2529;254552;25816;2582;25828;25874;25915;2593;2618;262;26275;2628;27034;27068;2720;27249;2729;27349;2739;27430;275;2769;2778;2787;2788;2805;2821;29078;29079;29095;2944;2948;2952;2992;29920;29923;3030;3032;3033;3073;30833;3145;3163;3251;3326;34;3418;3419;3420;3613;3615;3620;3638;37;373156;375;377;38;39;3921;3939;3945;4074;4190;4191;4257;4259;4357;441024;4507;4552;4697;4698;4702;4704;4705;4706;471;4711;4712;4718;4719;4720;4723;4724;4728;4729;4830;4833;4927;4928;4942;4947;4953;50;5019;5092;5096;51065;51071;51094;51128;51144;51205;51218;51248;51251;51292;51293;51300;51477;51478;51504;51552;5162;5164;51703;51727;5223;5230;5236;5315;5333;54;54205;5445;5464;54675;549;5499;5501;5515;5518;55256;55276;55300;5538;55454;55501;55697;5573;55748;55967;5631;5634;5641;5682;5684;5685;5686;5687;5689;56898;56922;5693;5694;5695;5696;5698;56994;5701;57017;5704;5706;5709;5710;57128;5713;5714;5718;5720;5827;58478;5860;5867;5868;5901;5906;593;594;60481;6120;6124;6125;6240;6257;6342;6389;6391;6392;6396;64087;64419;6470;6472;64834;6513;6611;6613;6715;6723;682;7172;7295;7329;7351;7358;7360;7371;7372;7384;7385;7386;7389;7390;7416;788;79017;79077;7923;79644;79717;801;80142;80205;80219;80221;80224;80230;8034;80347;805;80777;81544;81579;8310;8372;8402;84246;84274;84532;8459;84649;84836;84869;84875;8540;8560;8574;8659;8692;8703;8802;8841;8895;8904;892;90390;9049;9167;9218;92579;9377;94101;9435;9442;9453;9491;952;9521;9524;9611;9791;9861	GNG7;IDO1;PPA1;ADA;PPT1;CYB5R3;NME4;LGMN;CPNE3;CD38;TECR;LDHA;PLCD1;OSBPL9;VAC14;UCP2;NDUFV2;NDUFA9;VDAC1;CYP2E1;PPP1CC;IDH2;SEPHS2;PDHB;TPMT;TSTD1;AKR7A2;LYPLA1;DCTPP1;ETFA;PSMA1;G6PC3;PSMD8;ADIPOR1;HMOX2;LDHB;CHST12;CALM2;MDH1;AHCY;LYRM4;UQCRC2;PSMD3;M6PR;NDUFS4;PSMC2;OAT;ELOVL5;DEGS1;MPC2;PON2;RAP1A;PSMA3;NDUFS2;MMADHC;MDH2;PGK1;SRM;IDH3A;SHMT2;THEM4;NCOR1;SCP2;MTMR14;HIBCH;BCKDHB;GSTM4;NDUFA5;ACADM;DECR1;RPS27L;COX11;HADHB;GAMT;GYG1;ARF1;GCLC;GNAS;HSD17B8;ODC1;GLO1;CYC1;SLC2A1;AMD1;ABHD14B;PCCB;SMS;CCNC;MTRR;GSTT1;PPA2;DERA;PKM;ACAD8;DCK;ACOT7;FABP5;PSMD6;ACO2;PAICS;VAPA;ALDH2;CHPT1;RRM1;PSMC6;NNT;PSMC4;PGAM1;SEC13;HSP90AB1;UBE2I;ISYNA1;SDS;IMPDH2;HADH;CNDP2;AKR1B1;ADH5;NT5C;PSMB8;TNFAIP8;QPRT;NME1;PRKAR1A;COQ5;SDHD;COX7A2L;RAB4A;TRMT112;RPL22L1;PSMD14;RAN;SRD5A3;ENOPH1;HDAC3;PSMB1;NDUFAB1;AKR1A1;CPT2;AIP;DUT;ATIC;ACP5;CALM1;CMPK1;ABCB7;PSMF1;ACADVL;PTGES2;ECHS1;ECI2;CYB5B;INPP5F;SLC25A16;PSMA4;CYCS;GLB1;MPST;MCCC1;NDUFB5;PPP1CA;CD320;GLIPR1;ECI1;PYCR2;PXMP2;TPST2;COX5A;CPNE1;SUMO2;RAB5A;MTHFD2L;PSMB5;PSME1;MED8;NDUFA4;OXCT1;GATM;SDHC;PSMA6;ENO1;MED27;SDHA;PPCS;ORMDL1;PAOX;PARP10;RPIA;QDPR;SHMT1;HSD17B12;UROD;GALE;PSMB9;HPRT1;FAH;DHFR;MTHFD2;RPL5;ADSL;RUFY1;ACAT1;COQ9;ACOT8;ARF3;BDH2;UROS;HEXA;CTPS1;PEMT;TXN2;NDUFS8;EEF1E1;GGCT;ACAA2;GNA15;GMPR2;BPNT1;PTGES3;MCCC2;PLA2G12A;COASY;UMPS;BSG;UGP2;SLC25A20;HIBADH;ACOT9;RAB14;SLC25A17;FDX1;FH;NDUFA10;NDUFS1;DLD;ADK;PRPS2;MTAP;PSMB6;CBR4;HMBS;SUCLG1;UCK2;ACAT2;UQCRC1;ACSF2;GGPS1;RPE;ACOX3;TIMMDC1;BCKDK;ALDH9A1;PPP2R1A;NT5C3A;NUDT8;UGDH;UQCRFS1;NDUFC2;PPP2CA;CRLS1;CSGALNACT2;CS;PTDSS1;PGM2;DGUOK;FUT7;PRPS1;MED30;ENO3;PSMB7;TXN;GLRX5;PSMA5;FDPS;NDUFV1;DGAT2;PPM1K;GSTK1;ACSL5;ADI1;AMT;ALDH4A1;HYAL3;B4GALT3;HSD17B7;NDUFAF4;ACP6;SAR1B;DCTD;MED10;AUH;GOT1;PCBD1;MGST1;NDUFB6;IMPA2;HADHA;NUBPL;RPSA;GSTM1;BCKDHA;CHST2;PDZD11;GPI;IDH3B;PSMD7;COQ10B;ACSS1;GART;INSIG1;MCAT;ABHD3;ORMDL2;ESD;NDUFAF3;GNG5;PSMD4;FDFT1;ALDH3A2;FECH;HILPDA;NUP88;PDK2;AGPS;PI4K2B;OAZ2;MGLL;GDPD5;SLC25A11;NUP98;SRD5A1;HYAL2;DNPH1;MED4;MTHFS;ELOVL1;PGM1;NDUFA8;MAT2B;RPL4;NDUFA12;CHD9;RXRB;MGST3;PSMD12
R-HSA-156580	Phase II - Conjugation of compounds	http://reactome.org/PathwayBrowser/#/R-HSA-156580	37	21	9.51763773285771	2.206429850497647	5.661954228108116e-5	0.0042582168916824505	10327;10380;191;2098;2729;27430;2944;2948;2952;373156;4257;4259;4552;51504;55748;7172;7358;7360;79017;8459;84836	TPMT;AHCY;GSTM4;GCLC;ABHD14B;MTRR;GSTT1;CNDP2;TRMT112;AKR1A1;TPST2;GGCT;BPNT1;UGP2;UGDH;GSTK1;MGST1;GSTM1;ESD;MAT2B;MGST3
R-HSA-5362768	Hh mutants are degraded by ERAD	http://reactome.org/PathwayBrowser/#/R-HSA-5362768	50	26	12.861672611969878	2.0215100154083205	5.880776623792462e-5	0.0042582168916824505	10213;27248;51009;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;7415;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;ERLEC1;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;DERL2;VCP;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-5387390	Hh mutants abrogate ligand secretion	http://reactome.org/PathwayBrowser/#/R-HSA-5387390	50	26	12.861672611969878	2.0215100154083205	5.880776623792462e-5	0.0042582168916824505	10213;27248;51009;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;7415;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;ERLEC1;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;DERL2;VCP;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-5619084	ABC transporter disorders	http://reactome.org/PathwayBrowser/#/R-HSA-5619084	59	29	15.176773682124455	1.9108145517223367	8.54762398263095e-5	0.005920158697535262	10213;27248;51009;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;6048;7415;79139;91319;9491;9861	DERL3;PSMA1;PSMD8;PSMD3;DERL1;PSMC2;PSMA3;ERLEC1;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;DERL2;VCP;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12;RNF5
R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	http://reactome.org/PathwayBrowser/#/R-HSA-187577	51	26	13.118906064209275	1.9818725641258044	9.0974783192874e-5	0.006038451234427012	1019;10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;595;6500;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;CDK4;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;CCND1;PSMB9;SKP1;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-8951664	Neddylation	http://reactome.org/PathwayBrowser/#/R-HSA-8951664	161	63	41.414585810543	1.5212031888524151	1.0207123177799906e-4	0.006457309621192955	10072;10213;10489;10920;10980;10987;126433;149951;1643;200845;23412;25793;25879;26118;26263;26272;29099;50813;51122;51138;51397;51676;54461;54951;55527;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;57542;5931;64708;6500;7322;7323;7347;7415;7428;80344;84259;84261;84861;8533;8883;93611;9491;9861	PSMA1;PSMD8;PSMD3;COPS5;UCHL3;PSMC2;PSMA3;UBE2D3;COMMD3;NAE1;ASB2;COPS8;VHL;PSMD6;PSMC6;PSMC4;PSMB8;COPS6;COPS4;PSMD14;COMMD8;PSMB1;UBE2D2;PSMF1;COMMD10;COMMD2;PSMA4;FBXO7;DDB2;COMMD9;FBXO27;PSMB5;PSME1;COPS3;PSMA6;PSMB9;COPS7A;SKP1;KLHL22;VCP;PSMB6;FBXO44;FBXO4;WSB1;FBXW5;RBBP7;PSMB7;PSMA5;COPS7B;FBXO22;PSMD7;FBXW9;FEM1A;KCTD6;DCAF13;PSMD4;KLHL42;COMMD7;DPP3;LRRC41;DCUN1D5;PSMD12;DCAF11
R-HSA-180534	Vpu mediated degradation of CD4	http://reactome.org/PathwayBrowser/#/R-HSA-180534	46	24	11.832738803012287	2.028270918469887	1.0539237297615621e-4	0.006457309621192955	10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;6500;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;SKP1;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-77289	Mitochondrial Fatty Acid Beta-Oxidation	http://reactome.org/PathwayBrowser/#/R-HSA-77289	26	16	6.688069758224336	2.392319544861918	1.1900417418936088e-4	0.007021246277172292	10449;11332;117145;1632;1666;1892;23597;27349;3030;3032;3033;34;37;4706;5096;80221	THEM4;ACADM;DECR1;HADHB;PCCB;ACOT7;HADH;NDUFAB1;ACADVL;ECHS1;ECI1;ACAA2;ACOT9;ACSF2;HADHA;MCAT
R-HSA-390450	Folding of actin by CCT/TriC	http://reactome.org/PathwayBrowser/#/R-HSA-390450	9	8	2.315101070154578	3.4555726759116587	1.3113749388158147e-4	0.007460786705477117	10574;10575;10576;10694;22948;6950;7203;908	CCT8;CCT2;CCT6A;CCT7;CCT3;TCP1;CCT4;CCT5
R-HSA-5358346	Hedgehog ligand biogenesis	http://reactome.org/PathwayBrowser/#/R-HSA-5358346	52	26	13.376139516448672	1.9437596302003082	1.3800371990182068e-4	0.007580687096675874	10213;27248;51009;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;7415;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;ERLEC1;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;DERL2;VCP;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-174113	SCF-beta-TrCP mediated degradation of Emi1	http://reactome.org/PathwayBrowser/#/R-HSA-174113	47	24	12.089972255251684	1.9851162180769106	1.6348024884804054e-4	0.007860722673069323	10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;6500;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;SKP1;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-180585	Vif-mediated degradation of APOBEC3G	http://reactome.org/PathwayBrowser/#/R-HSA-180585	47	24	12.089972255251684	1.9851162180769106	1.6348024884804054e-4	0.007860722673069323	10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;60489;9491;9861	APOBEC3G;PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	http://reactome.org/PathwayBrowser/#/R-HSA-8854050	47	24	12.089972255251684	1.9851162180769106	1.6348024884804054e-4	0.007860722673069323	10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;6500;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;SKP1;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	http://reactome.org/PathwayBrowser/#/R-HSA-176409	58	28	14.919540229885058	1.87673343605547	1.6777436967002952e-4	0.007860722673069323	10213;119504;27338;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;7324;9184;9232;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;UBE2E1;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PTTG1;PSMB5;PSME1;PSMA6;PSMB9;BUB3;ANAPC16;PSMB6;UBE2S;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	http://reactome.org/PathwayBrowser/#/R-HSA-176814	58	28	14.919540229885058	1.87673343605547	1.6777436967002952e-4	0.007860722673069323	10213;119504;27338;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;7324;9184;9232;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;UBE2E1;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PTTG1;PSMB5;PSME1;PSMA6;PSMB9;BUB3;ANAPC16;PSMB6;UBE2S;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-1234174	Cellular response to hypoxia	http://reactome.org/PathwayBrowser/#/R-HSA-1234174	61	29	15.69124058660325	1.8481648942888176	1.8111976302767708e-4	0.007934222075305012	10213;10370;112398;112399;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;7322;7323;7428;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;UBE2D3;VHL;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;UBE2D2;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;EGLN2;PSMB6;PSMB7;PSMA5;EGLN3;PSMD7;PSMD4;CITED2;PSMD12
R-HSA-9793380	Formation of paraxial mesoderm	http://reactome.org/PathwayBrowser/#/R-HSA-9793380	50	25	12.861672611969878	1.943759630200308	1.8505004173629088e-4	0.007934222075305012	10213;22938;3516;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;SNW1;PSMB9;PSMB6;PSMB7;PSMA5;PSMD7;RBPJ;PSMD4;PSMD12
R-HSA-450408	AUF1 (hnRNP D0) binds and destabilizes mRNA	http://reactome.org/PathwayBrowser/#/R-HSA-450408	50	25	12.861672611969878	1.943759630200308	1.8505004173629088e-4	0.007934222075305012	10213;26986;3312;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;9491;9861	PSMA1;PSMD8;HSPA8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;PABPC1;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-453279	Mitotic G1 phase and G1/S transition	http://reactome.org/PathwayBrowser/#/R-HSA-453279	93	40	23.92271105826397	1.672051294795964	1.8926581221694318e-4	0.007934222075305012	1019;10213;1031;10926;1719;1874;23649;4172;4174;4609;5000;5111;5515;5518;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;5928;595;6117;6500;9491;9861	PSMA1;PSMD8;PSMD3;MYC;PSMC2;PSMA3;CDKN2C;MCM5;RBBP4;PSMD6;PSMC6;PSMC4;PSMB8;CDK4;PSMD14;PSMB1;POLA2;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;CCND1;PSMB9;DHFR;PCNA;DBF4;SKP1;PSMB6;PPP2R1A;PPP2CA;PSMB7;PSMA5;RPA1;PSMD7;ORC4;PSMD4;MCM3;E2F4;PSMD12
R-HSA-69002	DNA Replication Pre-Initiation	http://reactome.org/PathwayBrowser/#/R-HSA-69002	70	32	18.00634165675783	1.7771516618974246	2.138924248970118e-4	0.008048269774288172	10213;10926;119504;23649;27338;4172;4174;5000;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;6117;7324;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;MCM5;PSMD6;PSMC6;PSMC4;UBE2E1;PSMB8;PSMD14;PSMB1;POLA2;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;DBF4;ANAPC16;PSMB6;UBE2S;PSMB7;PSMA5;RPA1;PSMD7;ORC4;PSMD4;MCM3;PSMD12
R-HSA-211733	Regulation of activated PAK-2p34 by proteasome mediated degradation	http://reactome.org/PathwayBrowser/#/R-HSA-211733	45	23	11.57550535077289	1.986954288649204	2.1929016880623087e-4	0.008048269774288172	10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	http://reactome.org/PathwayBrowser/#/R-HSA-69601	45	23	11.57550535077289	1.986954288649204	2.1929016880623087e-4	0.008048269774288172	10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
R-HSA-69610	p53-Independent DNA Damage Response	http://reactome.org/PathwayBrowser/#/R-HSA-69610	45	23	11.57550535077289	1.986954288649204	2.1929016880623087e-4	0.008048269774288172	10213;5682;5684;5685;5686;5687;5689;5693;5694;5695;5696;5698;5701;5704;5706;5709;5710;5713;5714;5718;5720;9491;9861	PSMA1;PSMD8;PSMD3;PSMC2;PSMA3;PSMD6;PSMC6;PSMC4;PSMB8;PSMD14;PSMB1;PSMF1;PSMA4;PSMB5;PSME1;PSMA6;PSMB9;PSMB6;PSMB7;PSMA5;PSMD7;PSMD4;PSMD12
