userId	geneSymbol	geneName	entrezgene	gLink
LY86	LY86	lymphocyte antigen 86	9450	https://www.ncbi.nlm.nih.gov/gene/?term=9450
ATP6V1G1	ATP6V1G1	ATPase H+ transporting V1 subunit G1	9550	https://www.ncbi.nlm.nih.gov/gene/?term=9550
CORO1A	CORO1A	coronin 1A	11151	https://www.ncbi.nlm.nih.gov/gene/?term=11151
EEF1B2	EEF1B2	eukaryotic translation elongation factor 1 beta 2	1933	https://www.ncbi.nlm.nih.gov/gene/?term=1933
ID2	ID2	inhibitor of DNA binding 2	3398	https://www.ncbi.nlm.nih.gov/gene/?term=3398
VSIG4	VSIG4	V-set and immunoglobulin domain containing 4	11326	https://www.ncbi.nlm.nih.gov/gene/?term=11326
RGS10	RGS10	regulator of G protein signaling 10	6001	https://www.ncbi.nlm.nih.gov/gene/?term=6001
PLAC8	PLAC8	placenta associated 8	51316	https://www.ncbi.nlm.nih.gov/gene/?term=51316
UCP2	UCP2	uncoupling protein 2	7351	https://www.ncbi.nlm.nih.gov/gene/?term=7351
RPSA	RPSA	ribosomal protein SA	3921	https://www.ncbi.nlm.nih.gov/gene/?term=3921
NDUFA12	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	55967	https://www.ncbi.nlm.nih.gov/gene/?term=55967
CAMK1	CAMK1	calcium/calmodulin dependent protein kinase I	8536	https://www.ncbi.nlm.nih.gov/gene/?term=8536
CLIC1	CLIC1	chloride intracellular channel 1	1192	https://www.ncbi.nlm.nih.gov/gene/?term=1192
PGK1	PGK1	phosphoglycerate kinase 1	5230	https://www.ncbi.nlm.nih.gov/gene/?term=5230
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050	https://www.ncbi.nlm.nih.gov/gene/?term=6050
MNDA	MNDA	myeloid cell nuclear differentiation antigen	4332	https://www.ncbi.nlm.nih.gov/gene/?term=4332
COTL1	COTL1	coactosin like F-actin binding protein 1	23406	https://www.ncbi.nlm.nih.gov/gene/?term=23406
RAB7A	RAB7A	RAB7A, member RAS oncogene family	7879	https://www.ncbi.nlm.nih.gov/gene/?term=7879
RHOC	RHOC	ras homolog family member C	389	https://www.ncbi.nlm.nih.gov/gene/?term=389
MS4A6A	MS4A6A	membrane spanning 4-domains A6A	64231	https://www.ncbi.nlm.nih.gov/gene/?term=64231
RGS19	RGS19	regulator of G protein signaling 19	10287	https://www.ncbi.nlm.nih.gov/gene/?term=10287
ABI3	ABI3	ABI family member 3	51225	https://www.ncbi.nlm.nih.gov/gene/?term=51225
ITM2B	ITM2B	integral membrane protein 2B	9445	https://www.ncbi.nlm.nih.gov/gene/?term=9445
TMED9	TMED9	transmembrane p24 trafficking protein 9	54732	https://www.ncbi.nlm.nih.gov/gene/?term=54732
HSPA8	HSPA8	heat shock protein family A (Hsp70) member 8	3312	https://www.ncbi.nlm.nih.gov/gene/?term=3312
ANXA2	ANXA2	annexin A2	302	https://www.ncbi.nlm.nih.gov/gene/?term=302
PPA1	PPA1	inorganic pyrophosphatase 1	5464	https://www.ncbi.nlm.nih.gov/gene/?term=5464
SEZ6L	SEZ6L	seizure related 6 homolog like	23544	https://www.ncbi.nlm.nih.gov/gene/?term=23544
C1orf162	C1orf162	chromosome 1 open reading frame 162	128346	https://www.ncbi.nlm.nih.gov/gene/?term=128346
MCOLN1	MCOLN1	mucolipin TRP cation channel 1	57192	https://www.ncbi.nlm.nih.gov/gene/?term=57192
BRK1	BRK1	BRICK1 subunit of SCAR/WAVE actin nucleating complex	55845	https://www.ncbi.nlm.nih.gov/gene/?term=55845
PKM	PKM	pyruvate kinase M1/2	5315	https://www.ncbi.nlm.nih.gov/gene/?term=5315
YWHAH	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	7533	https://www.ncbi.nlm.nih.gov/gene/?term=7533
IGFBP7	IGFBP7	insulin like growth factor binding protein 7	3490	https://www.ncbi.nlm.nih.gov/gene/?term=3490
RAC2	RAC2	Rac family small GTPase 2	5880	https://www.ncbi.nlm.nih.gov/gene/?term=5880
FCGR2B	FCGR2B	Fc gamma receptor IIb	2213	https://www.ncbi.nlm.nih.gov/gene/?term=2213
SPCS1	SPCS1	signal peptidase complex subunit 1	28972	https://www.ncbi.nlm.nih.gov/gene/?term=28972
HLA-DRB5	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	3127	https://www.ncbi.nlm.nih.gov/gene/?term=3127
HNRNPA2B1	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	3181	https://www.ncbi.nlm.nih.gov/gene/?term=3181
CD1D	CD1D	CD1d molecule	912	https://www.ncbi.nlm.nih.gov/gene/?term=912
LIMD2	LIMD2	LIM domain containing 2	80774	https://www.ncbi.nlm.nih.gov/gene/?term=80774
RPS5	RPS5	ribosomal protein S5	6193	https://www.ncbi.nlm.nih.gov/gene/?term=6193
ALDH2	ALDH2	aldehyde dehydrogenase 2 family member	217	https://www.ncbi.nlm.nih.gov/gene/?term=217
SLC25A6	SLC25A6	solute carrier family 25 member 6	293	https://www.ncbi.nlm.nih.gov/gene/?term=293
GADD45B	GADD45B	growth arrest and DNA damage inducible beta	4616	https://www.ncbi.nlm.nih.gov/gene/?term=4616
TIMP1	TIMP1	TIMP metallopeptidase inhibitor 1	7076	https://www.ncbi.nlm.nih.gov/gene/?term=7076
CHMP1B	CHMP1B	charged multivesicular body protein 1B	57132	https://www.ncbi.nlm.nih.gov/gene/?term=57132
EMC4	EMC4	ER membrane protein complex subunit 4	51234	https://www.ncbi.nlm.nih.gov/gene/?term=51234
PPIB	PPIB	peptidylprolyl isomerase B	5479	https://www.ncbi.nlm.nih.gov/gene/?term=5479
DDX5	DDX5	DEAD-box helicase 5	1655	https://www.ncbi.nlm.nih.gov/gene/?term=1655
UBE2L6	UBE2L6	ubiquitin conjugating enzyme E2 L6	9246	https://www.ncbi.nlm.nih.gov/gene/?term=9246
CSF2RB	CSF2RB	colony stimulating factor 2 receptor subunit beta	1439	https://www.ncbi.nlm.nih.gov/gene/?term=1439
RPL29	RPL29	ribosomal protein L29	6159	https://www.ncbi.nlm.nih.gov/gene/?term=6159
RPL15	RPL15	ribosomal protein L15	6138	https://www.ncbi.nlm.nih.gov/gene/?term=6138
CAND1	CAND1	cullin associated and neddylation dissociated 1	55832	https://www.ncbi.nlm.nih.gov/gene/?term=55832
ALDOA	ALDOA	aldolase, fructose-bisphosphate A	226	https://www.ncbi.nlm.nih.gov/gene/?term=226
JUNB	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	3726	https://www.ncbi.nlm.nih.gov/gene/?term=3726
PCBP1	PCBP1	poly(rC) binding protein 1	5093	https://www.ncbi.nlm.nih.gov/gene/?term=5093
PILRA	PILRA	paired immunoglobin like type 2 receptor alpha	29992	https://www.ncbi.nlm.nih.gov/gene/?term=29992
CASP4	CASP4	caspase 4	837	https://www.ncbi.nlm.nih.gov/gene/?term=837
EIF3I	EIF3I	eukaryotic translation initiation factor 3 subunit I	8668	https://www.ncbi.nlm.nih.gov/gene/?term=8668
RNASET2	RNASET2	ribonuclease T2	8635	https://www.ncbi.nlm.nih.gov/gene/?term=8635
AP1S2	AP1S2	adaptor related protein complex 1 subunit sigma 2	8905	https://www.ncbi.nlm.nih.gov/gene/?term=8905
OSTF1	OSTF1	osteoclast stimulating factor 1	26578	https://www.ncbi.nlm.nih.gov/gene/?term=26578
UNKL	UNKL	unk like zinc finger	64718	https://www.ncbi.nlm.nih.gov/gene/?term=64718
ID3	ID3	inhibitor of DNA binding 3	3399	https://www.ncbi.nlm.nih.gov/gene/?term=3399
MYL12B	MYL12B	myosin light chain 12B	103910	https://www.ncbi.nlm.nih.gov/gene/?term=103910
MYL12A	MYL12A	myosin light chain 12A	10627	https://www.ncbi.nlm.nih.gov/gene/?term=10627
KRCC1	KRCC1	lysine rich coiled-coil 1	51315	https://www.ncbi.nlm.nih.gov/gene/?term=51315
LGALS3	LGALS3	galectin 3	3958	https://www.ncbi.nlm.nih.gov/gene/?term=3958
EXOSC5	EXOSC5	exosome component 5	56915	https://www.ncbi.nlm.nih.gov/gene/?term=56915
SCAMP2	SCAMP2	secretory carrier membrane protein 2	10066	https://www.ncbi.nlm.nih.gov/gene/?term=10066
MRPL16	MRPL16	mitochondrial ribosomal protein L16	54948	https://www.ncbi.nlm.nih.gov/gene/?term=54948
CNBP	CNBP	CCHC-type zinc finger nucleic acid binding protein	7555	https://www.ncbi.nlm.nih.gov/gene/?term=7555
COPS5	COPS5	COP9 signalosome subunit 5	10987	https://www.ncbi.nlm.nih.gov/gene/?term=10987
PSMB9	PSMB9	proteasome 20S subunit beta 9	5698	https://www.ncbi.nlm.nih.gov/gene/?term=5698
FXYD5	FXYD5	FXYD domain containing ion transport regulator 5	53827	https://www.ncbi.nlm.nih.gov/gene/?term=53827
ISOC2	ISOC2	isochorismatase domain containing 2	79763	https://www.ncbi.nlm.nih.gov/gene/?term=79763
GAPDH	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	2597	https://www.ncbi.nlm.nih.gov/gene/?term=2597
EIF4A1	EIF4A1	eukaryotic translation initiation factor 4A1	1973	https://www.ncbi.nlm.nih.gov/gene/?term=1973
PAPOLA	PAPOLA	poly(A) polymerase alpha	10914	https://www.ncbi.nlm.nih.gov/gene/?term=10914
PSMA4	PSMA4	proteasome 20S subunit alpha 4	5685	https://www.ncbi.nlm.nih.gov/gene/?term=5685
CYC1	CYC1	cytochrome c1	1537	https://www.ncbi.nlm.nih.gov/gene/?term=1537
PRMT1	PRMT1	protein arginine methyltransferase 1	3276	https://www.ncbi.nlm.nih.gov/gene/?term=3276
CD300C	CD300C	CD300c molecule	10871	https://www.ncbi.nlm.nih.gov/gene/?term=10871
LAPTM4A	LAPTM4A	lysosomal protein transmembrane 4 alpha	9741	https://www.ncbi.nlm.nih.gov/gene/?term=9741
PYURF	PYURF	PIGY upstream open reading frame	100996939	https://www.ncbi.nlm.nih.gov/gene/?term=100996939
MAF1	MAF1	MAF1 homolog, negative regulator of RNA polymerase III	84232	https://www.ncbi.nlm.nih.gov/gene/?term=84232
UBE2D2	UBE2D2	ubiquitin conjugating enzyme E2 D2	7322	https://www.ncbi.nlm.nih.gov/gene/?term=7322
NIPSNAP3A	NIPSNAP3A	nipsnap homolog 3A	25934	https://www.ncbi.nlm.nih.gov/gene/?term=25934
BBC3	BBC3	BCL2 binding component 3	27113	https://www.ncbi.nlm.nih.gov/gene/?term=27113
MORF4L2	MORF4L2	mortality factor 4 like 2	9643	https://www.ncbi.nlm.nih.gov/gene/?term=9643
MTM1	MTM1	myotubularin 1	4534	https://www.ncbi.nlm.nih.gov/gene/?term=4534
DPP7	DPP7	dipeptidyl peptidase 7	29952	https://www.ncbi.nlm.nih.gov/gene/?term=29952
TMEM150A	TMEM150A	transmembrane protein 150A	129303	https://www.ncbi.nlm.nih.gov/gene/?term=129303
DOK2	DOK2	docking protein 2	9046	https://www.ncbi.nlm.nih.gov/gene/?term=9046
PSME2	PSME2	proteasome activator subunit 2	5721	https://www.ncbi.nlm.nih.gov/gene/?term=5721
CAPZB	CAPZB	capping actin protein of muscle Z-line subunit beta	832	https://www.ncbi.nlm.nih.gov/gene/?term=832
COPE	COPE	COPI coat complex subunit epsilon	11316	https://www.ncbi.nlm.nih.gov/gene/?term=11316
YIF1A	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	10897	https://www.ncbi.nlm.nih.gov/gene/?term=10897
ARPC1B	ARPC1B	actin related protein 2/3 complex subunit 1B	10095	https://www.ncbi.nlm.nih.gov/gene/?term=10095
HINT1	HINT1	histidine triad nucleotide binding protein 1	3094	https://www.ncbi.nlm.nih.gov/gene/?term=3094
CASP1	CASP1	caspase 1	834	https://www.ncbi.nlm.nih.gov/gene/?term=834
CFL1	CFL1	cofilin 1	1072	https://www.ncbi.nlm.nih.gov/gene/?term=1072
TMEM203	TMEM203	transmembrane protein 203	94107	https://www.ncbi.nlm.nih.gov/gene/?term=94107
ID1	ID1	inhibitor of DNA binding 1	3397	https://www.ncbi.nlm.nih.gov/gene/?term=3397
GHITM	GHITM	growth hormone inducible transmembrane protein	27069	https://www.ncbi.nlm.nih.gov/gene/?term=27069
CARD9	CARD9	caspase recruitment domain family member 9	64170	https://www.ncbi.nlm.nih.gov/gene/?term=64170
ERH	ERH	ERH mRNA splicing and mitosis factor	2079	https://www.ncbi.nlm.nih.gov/gene/?term=2079
ODF2L	ODF2L	outer dense fiber of sperm tails 2 like	57489	https://www.ncbi.nlm.nih.gov/gene/?term=57489
PABPC1	PABPC1	poly(A) binding protein cytoplasmic 1	26986	https://www.ncbi.nlm.nih.gov/gene/?term=26986
PDIA3	PDIA3	protein disulfide isomerase family A member 3	2923	https://www.ncbi.nlm.nih.gov/gene/?term=2923
VDAC2	VDAC2	voltage dependent anion channel 2	7417	https://www.ncbi.nlm.nih.gov/gene/?term=7417
RNASEH2A	RNASEH2A	ribonuclease H2 subunit A	10535	https://www.ncbi.nlm.nih.gov/gene/?term=10535
VIM	VIM	vimentin	7431	https://www.ncbi.nlm.nih.gov/gene/?term=7431
FAM120C	FAM120C	family with sequence similarity 120 member C	54954	https://www.ncbi.nlm.nih.gov/gene/?term=54954
NR2C2AP	NR2C2AP	nuclear receptor 2C2 associated protein	126382	https://www.ncbi.nlm.nih.gov/gene/?term=126382
ZFP36	ZFP36	ZFP36 ring finger protein	7538	https://www.ncbi.nlm.nih.gov/gene/?term=7538
APBA3	APBA3	amyloid beta precursor protein binding family A member 3	9546	https://www.ncbi.nlm.nih.gov/gene/?term=9546
NHP2	NHP2	NHP2 ribonucleoprotein	55651	https://www.ncbi.nlm.nih.gov/gene/?term=55651
PLBD1	PLBD1	phospholipase B domain containing 1	79887	https://www.ncbi.nlm.nih.gov/gene/?term=79887
CSTB	CSTB	cystatin B	1476	https://www.ncbi.nlm.nih.gov/gene/?term=1476
NOMO1	NOMO1	NODAL modulator 1	23420	https://www.ncbi.nlm.nih.gov/gene/?term=23420
ARPC3	ARPC3	actin related protein 2/3 complex subunit 3	10094	https://www.ncbi.nlm.nih.gov/gene/?term=10094
OXA1L	OXA1L	OXA1L mitochondrial inner membrane protein	5018	https://www.ncbi.nlm.nih.gov/gene/?term=5018
CORO1C	CORO1C	coronin 1C	23603	https://www.ncbi.nlm.nih.gov/gene/?term=23603
HMGN3	HMGN3	high mobility group nucleosomal binding domain 3	9324	https://www.ncbi.nlm.nih.gov/gene/?term=9324
